Obs,ICD10,ICD10 Label,Code Valid in FY2016 (10/1/15 - 9/30/16),"FY2015 MCE Age Condition [use AGE_AT_ DIAGNOSIS]",FY2015 MCE Sex Condition,"CC Age Split  [use AGE_LAST]",CC Sex Split,CC,Additional CC,Footnote
1591,E08620,Diabetes mellitus due to underlying condition with diabetic dermatitis,Y,,,,,20,,
1592,E08621,Diabetes mellitus due to underlying condition with foot ulcer,Y,,,,,20,,
1593,E08622,Diabetes mellitus due to underlying condition with other skin ulcer,Y,,,,,20,,
1594,E08628,Diabetes mellitus due to underlying condition with other skin complications,Y,,,,,20,,
1595,E08630,Diabetes mellitus due to underlying condition with periodontal disease,Y,,,,,20,,
1596,E08638,Diabetes mellitus due to underlying condition with other oral complications,Y,,,,,20,,
1597,E08641,Diabetes mellitus due to underlying condition with hypoglycemia with coma,Y,,,,,19,,
1598,E08649,Diabetes mellitus due to underlying condition with hypoglycemia without coma,Y,,,,,20,,
1599,E0865,Diabetes mellitus due to underlying condition with hyperglycemia,Y,,,,,20,,
1600,E0869,Diabetes mellitus due to underlying condition with other specified complication,Y,,,,,20,,
1601,E088,Diabetes mellitus due to underlying condition with unspecified complications,Y,,,,,20,,
1602,E089,Diabetes mellitus due to underlying condition without complications,Y,,,,,21,,
1603,E0900,Drug or chemical induced diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),Y,,,,,19,,
1604,E0901,Drug or chemical induced diabetes mellitus with hyperosmolarity with coma,Y,,,,,19,,
1605,E0910,Drug or chemical induced diabetes mellitus with ketoacidosis without coma,Y,,,,,19,,
1606,E0911,Drug or chemical induced diabetes mellitus with ketoacidosis with coma,Y,,,,,19,,
1607,E0921,Drug or chemical induced diabetes mellitus with diabetic nephropathy,Y,,,,,20,,
1608,E0922,Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease,Y,,,,,20,,
1609,E0929,Drug or chemical induced diabetes mellitus with other diabetic kidney complication,Y,,,,,20,,
1610,E09311,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema,Y,,,,,20,,
1611,E09319,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema,Y,,,,,20,,
1612,E09321,Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1613,E09329,Drug or chemical induced diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1614,E09331,Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1615,E09339,Drug or chemical induced diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1616,E09341,Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1617,E09349,Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1618,E09351,Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1619,E09359,Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1620,E0936,Drug or chemical induced diabetes mellitus with diabetic cataract,Y,,,,,20,,
1621,E0939,Drug or chemical induced diabetes mellitus with other diabetic ophthalmic complication,Y,,,,,20,,
1622,E0940,"Drug or chemical induced diabetes mellitus with neurological complications with diabetic neuropathy, unspecified",Y,,,,,20,,
1623,E0941,Drug or chemical induced diabetes mellitus with neurological complications with diabetic mononeuropathy,Y,,,,,20,,
1624,E0942,Drug or chemical induced diabetes mellitus with neurological complications with diabetic polyneuropathy,Y,,,,,20,,
1625,E0943,Drug or chemical induced diabetes mellitus with neurological complications with diabetic autonomic (poly)neuropathy,Y,,,,,20,,
1626,E0944,Drug or chemical induced diabetes mellitus with neurological complications with diabetic amyotrophy,Y,,,,,20,,
1627,E0949,Drug or chemical induced diabetes mellitus with neurological complications with other diabetic neurological complication,Y,,,,,20,,
1628,E0951,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy without gangrene,Y,,,,,20,,
1629,E0952,Drug or chemical induced diabetes mellitus with diabetic peripheral angiopathy with gangrene,Y,,,,,20,153,
1630,E0959,Drug or chemical induced diabetes mellitus with other circulatory complications,Y,,,,,20,,
1631,E09610,Drug or chemical induced diabetes mellitus with diabetic neuropathic arthropathy,Y,,,,,20,,
1632,E09618,Drug or chemical induced diabetes mellitus with other diabetic arthropathy,Y,,,,,20,,
1633,E09620,Drug or chemical induced diabetes mellitus with diabetic dermatitis,Y,,,,,20,,
1634,E09621,Drug or chemical induced diabetes mellitus with foot ulcer,Y,,,,,20,,
1635,E09622,Drug or chemical induced diabetes mellitus with other skin ulcer,Y,,,,,20,,
1636,E09628,Drug or chemical induced diabetes mellitus with other skin complications,Y,,,,,20,,
1637,E09630,Drug or chemical induced diabetes mellitus with periodontal disease,Y,,,,,20,,
1638,E09638,Drug or chemical induced diabetes mellitus with other oral complications,Y,,,,,20,,
1639,E09641,Drug or chemical induced diabetes mellitus with hypoglycemia with coma,Y,,,,,19,,
1640,E09649,Drug or chemical induced diabetes mellitus with hypoglycemia without coma,Y,,,,,20,,
1641,E0965,Drug or chemical induced diabetes mellitus with hyperglycemia,Y,,,,,20,,
1642,E0969,Drug or chemical induced diabetes mellitus with other specified complication,Y,,,,,20,,
1643,E098,Drug or chemical induced diabetes mellitus with unspecified complications,Y,,,,,20,,
1644,E099,Drug or chemical induced diabetes mellitus without complications,Y,,,,,21,,
1645,E1010,Type 1 diabetes mellitus with ketoacidosis without coma,Y,,,,,19,,
1646,E1011,Type 1 diabetes mellitus with ketoacidosis with coma,Y,,,,,19,,
1647,E1021,Type 1 diabetes mellitus with diabetic nephropathy,Y,,,,,20,,
1648,E1022,Type 1 diabetes mellitus with diabetic chronic kidney disease,Y,,,,,20,,
1649,E1029,Type 1 diabetes mellitus with other diabetic kidney complication,Y,,,,,20,,
1650,E10311,Type 1 diabetes mellitus with unspecified diabetic retinopathy with macular edema,Y,,,,,20,,
1651,E10319,Type 1 diabetes mellitus with unspecified diabetic retinopathy without macular edema,Y,,,,,20,,
1652,E10321,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1653,E10329,Type 1 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1654,E10331,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1655,E10339,Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1656,E10341,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1657,E10349,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1658,E10351,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1659,E10359,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1660,E1036,Type 1 diabetes mellitus with diabetic cataract,Y,,,,,20,,
1661,E1039,Type 1 diabetes mellitus with other diabetic ophthalmic complication,Y,,,,,20,,
1662,E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified",Y,,,,,20,,
1663,E1041,Type 1 diabetes mellitus with diabetic mononeuropathy,Y,,,,,20,,
1664,E1042,Type 1 diabetes mellitus with diabetic polyneuropathy,Y,,,,,20,,
1665,E1043,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,Y,,,,,20,,
1666,E1044,Type 1 diabetes mellitus with diabetic amyotrophy,Y,,,,,20,,
1667,E1049,Type 1 diabetes mellitus with other diabetic neurological complication,Y,,,,,20,,
1668,E1051,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene,Y,,,,,20,,
1669,E1052,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene,Y,,,,,20,153,
1670,E1059,Type 1 diabetes mellitus with other circulatory complications,Y,,,,,20,,
1671,E10610,Type 1 diabetes mellitus with diabetic neuropathic arthropathy,Y,,,,,20,,
1672,E10618,Type 1 diabetes mellitus with other diabetic arthropathy,Y,,,,,20,,
1673,E10620,Type 1 diabetes mellitus with diabetic dermatitis,Y,,,,,20,,
1674,E10621,Type 1 diabetes mellitus with foot ulcer,Y,,,,,20,,
1675,E10622,Type 1 diabetes mellitus with other skin ulcer,Y,,,,,20,,
1676,E10628,Type 1 diabetes mellitus with other skin complications,Y,,,,,20,,
1677,E10630,Type 1 diabetes mellitus with periodontal disease,Y,,,,,20,,
1678,E10638,Type 1 diabetes mellitus with other oral complications,Y,,,,,20,,
1679,E10641,Type 1 diabetes mellitus with hypoglycemia with coma,Y,,,,,19,,
1680,E10649,Type 1 diabetes mellitus with hypoglycemia without coma,Y,,,,,20,,
1681,E1065,Type 1 diabetes mellitus with hyperglycemia,Y,,,,,20,,
1682,E1069,Type 1 diabetes mellitus with other specified complication,Y,,,,,20,,
1683,E108,Type 1 diabetes mellitus with unspecified complications,Y,,,,,20,,
1684,E109,Type 1 diabetes mellitus without complications,Y,,,,,21,,
1685,E1100,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),Y,,,,,19,,
1686,E1101,Type 2 diabetes mellitus with hyperosmolarity with coma,Y,,,,,19,,
1687,E1121,Type 2 diabetes mellitus with diabetic nephropathy,Y,,,,,20,,
1688,E1122,Type 2 diabetes mellitus with diabetic chronic kidney disease,Y,,,,,20,,
1689,E1129,Type 2 diabetes mellitus with other diabetic kidney complication,Y,,,,,20,,
1690,E11311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema,Y,,,,,20,,
1691,E11319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema,Y,,,,,20,,
1692,E11321,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1693,E11329,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1694,E11331,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1695,E11339,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1696,E11341,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1697,E11349,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1698,E11351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1699,E11359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1700,E1136,Type 2 diabetes mellitus with diabetic cataract,Y,,,,,20,,
1701,E1139,Type 2 diabetes mellitus with other diabetic ophthalmic complication,Y,,,,,20,,
1702,E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",Y,,,,,20,,
1703,E1141,Type 2 diabetes mellitus with diabetic mononeuropathy,Y,,,,,20,,
1704,E1142,Type 2 diabetes mellitus with diabetic polyneuropathy,Y,,,,,20,,
1705,E1143,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,Y,,,,,20,,
1706,E1144,Type 2 diabetes mellitus with diabetic amyotrophy,Y,,,,,20,,
1707,E1149,Type 2 diabetes mellitus with other diabetic neurological complication,Y,,,,,20,,
1708,E1151,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,Y,,,,,20,,
1709,E1152,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,Y,,,,,20,153,
1710,E1159,Type 2 diabetes mellitus with other circulatory complications,Y,,,,,20,,
1711,E11610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy,Y,,,,,20,,
1712,E11618,Type 2 diabetes mellitus with other diabetic arthropathy,Y,,,,,20,,
1713,E11620,Type 2 diabetes mellitus with diabetic dermatitis,Y,,,,,20,,
1714,E11621,Type 2 diabetes mellitus with foot ulcer,Y,,,,,20,,
1715,E11622,Type 2 diabetes mellitus with other skin ulcer,Y,,,,,20,,
1716,E11628,Type 2 diabetes mellitus with other skin complications,Y,,,,,20,,
1717,E11630,Type 2 diabetes mellitus with periodontal disease,Y,,,,,20,,
1718,E11638,Type 2 diabetes mellitus with other oral complications,Y,,,,,20,,
1719,E11641,Type 2 diabetes mellitus with hypoglycemia with coma,Y,,,,,19,,
1720,E11649,Type 2 diabetes mellitus with hypoglycemia without coma,Y,,,,,20,,
1721,E1165,Type 2 diabetes mellitus with hyperglycemia,Y,,,,,20,,
1722,E1169,Type 2 diabetes mellitus with other specified complication,Y,,,,,20,,
1723,E118,Type 2 diabetes mellitus with unspecified complications,Y,,,,,20,,
1724,E119,Type 2 diabetes mellitus without complications,Y,,,,,21,,
1725,E1300,Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),Y,,,,,19,,
1726,E1301,Other specified diabetes mellitus with hyperosmolarity with coma,Y,,,,,19,,
1727,E1310,Other specified diabetes mellitus with ketoacidosis without coma,Y,,,,,19,,
1728,E1311,Other specified diabetes mellitus with ketoacidosis with coma,Y,,,,,19,,
1729,E1321,Other specified diabetes mellitus with diabetic nephropathy,Y,,,,,20,,
1730,E1322,Other specified diabetes mellitus with diabetic chronic kidney disease,Y,,,,,20,,
1731,E1329,Other specified diabetes mellitus with other diabetic kidney complication,Y,,,,,20,,
1732,E13311,Other specified diabetes mellitus with unspecified diabetic retinopathy with macular edema,Y,,,,,20,,
1733,E13319,Other specified diabetes mellitus with unspecified diabetic retinopathy without macular edema,Y,,,,,20,,
1734,E13321,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1735,E13329,Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1736,E13331,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1737,E13339,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1738,E13341,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1739,E13349,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1740,E13351,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,Y,,,,,20,,
1741,E13359,Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema,Y,,,,,20,,
1742,E1336,Other specified diabetes mellitus with diabetic cataract,Y,,,,,20,,
1743,E1339,Other specified diabetes mellitus with other diabetic ophthalmic complication,Y,,,,,20,,
1744,E1340,"Other specified diabetes mellitus with diabetic neuropathy, unspecified",Y,,,,,20,,
1745,E1341,Other specified diabetes mellitus with diabetic mononeuropathy,Y,,,,,20,,
1746,E1342,Other specified diabetes mellitus with diabetic polyneuropathy,Y,,,,,20,,
1747,E1343,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,Y,,,,,20,,
1748,E1344,Other specified diabetes mellitus with diabetic amyotrophy,Y,,,,,20,,
1749,E1349,Other specified diabetes mellitus with other diabetic neurological complication,Y,,,,,20,,
1750,E1351,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,Y,,,,,20,,
1751,E1352,Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene,Y,,,,,20,153,
1752,E1359,Other specified diabetes mellitus with other circulatory complications,Y,,,,,20,,
1753,E13610,Other specified diabetes mellitus with diabetic neuropathic arthropathy,Y,,,,,20,,
1754,E13618,Other specified diabetes mellitus with other diabetic arthropathy,Y,,,,,20,,
1755,E13620,Other specified diabetes mellitus with diabetic dermatitis,Y,,,,,20,,
1756,E13621,Other specified diabetes mellitus with foot ulcer,Y,,,,,20,,
1757,E13622,Other specified diabetes mellitus with other skin ulcer,Y,,,,,20,,
1758,E13628,Other specified diabetes mellitus with other skin complications,Y,,,,,20,,
1759,E13630,Other specified diabetes mellitus with periodontal disease,Y,,,,,20,,
1760,E13638,Other specified diabetes mellitus with other oral complications,Y,,,,,20,,
1761,E13641,Other specified diabetes mellitus with hypoglycemia with coma,Y,,,,,19,,
1762,E13649,Other specified diabetes mellitus with hypoglycemia without coma,Y,,,,,20,,
1763,E1365,Other specified diabetes mellitus with hyperglycemia,Y,,,,,20,,
1764,E1369,Other specified diabetes mellitus with other specified complication,Y,,,,,20,,
1765,E138,Other specified diabetes mellitus with unspecified complications,Y,,,,,20,,
1766,E139,Other specified diabetes mellitus without complications,Y,,,,,21,,
1767,E15,Nondiabetic hypoglycemic coma,Y,,,,,30,,
1768,E163,Increased secretion of glucagon,Y,,,,,47,,
1769,E164,Increased secretion of gastrin,Y,,,,,47,,
1770,E168,Other specified disorders of pancreatic internal secretion,Y,,,,,47,,
1771,E169,"Disorder of pancreatic internal secretion, unspecified",Y,,,,,47,,
1772,E200,Idiopathic hypoparathyroidism,Y,,,,,30,,
1773,E208,Other hypoparathyroidism,Y,,,,,30,,
1774,E209,"Hypoparathyroidism, unspecified",Y,,,,,30,,
1775,E210,Primary hyperparathyroidism,Y,,,,,30,,
1776,E211,"Secondary hyperparathyroidism, not elsewhere classified",Y,,,,,30,,
1777,E212,Other hyperparathyroidism,Y,,,,,30,,
1778,E213,"Hyperparathyroidism, unspecified",Y,,,,,30,,
1779,E214,Other specified disorders of parathyroid gland,Y,,,,,30,,
1780,E215,"Disorder of parathyroid gland, unspecified",Y,,,,,30,,
1781,E220,Acromegaly and pituitary gigantism,Y,,,,,30,,
1782,E221,Hyperprolactinemia,Y,,,,,30,,
1783,E222,Syndrome of inappropriate secretion of antidiuretic hormone,Y,,,,,30,,
1784,E228,Other hyperfunction of pituitary gland,Y,,,,,30,,
1785,E229,"Hyperfunction of pituitary gland, unspecified",Y,,,,,30,,
1786,E230,Hypopituitarism,Y,,,,,30,,
1787,E231,Drug-induced hypopituitarism,Y,,,,,30,,
1788,E232,Diabetes insipidus,Y,,,,,30,,
1789,E233,"Hypothalamic dysfunction, not elsewhere classified",Y,,,,,30,,
1790,E236,Other disorders of pituitary gland,Y,,,,,30,,
1791,E237,"Disorder of pituitary gland, unspecified",Y,,,,,30,,
1792,E240,Pituitary-dependent Cushing's disease,Y,,,,,30,,
1793,E241,Nelson's syndrome,Y,,,,,30,,
